1,-9999,-9999,-9999
2,3.51285,-9999,0
3,3.4106,-9999,-9999
4,2.917335,-9999,-9999
5,-9999,-9999,-9999
6,2.169455,-9999,-9999
7,2.66299,-9999,-9999
8,2.61077,-9999,-9999
9,-9999,-9999,-9999
10,-9999,-9999,-9999
11,-9999,-9999,-9999
12,1.55858,-9999,-9999
13,2.3203,-9999,-9999
14,-9999,-9999,-9999
15,-9999,-9999,-9999
16,-9999,-9999,-9999
17,3.28355,-9999,-9999
18,1.30505,-9999,-9999
19,2.189495,-9999,-9999
20,-9999,-9999,-9999
21,2.0262638,-9999,-9999
22,2.8039,-9999,-9999
23,1.20378,-9999,-9999
24,-9999,-9999,-9999
25,-9999,-9999,-9999
26,0.84285,-9999,-9999
27,1.90692,-9999,-9999
28,2.07727,-9999,-9999
29,-9999,-9999,-9999
30,-9999,-9999,-9999
31,-9999,-9999,-9999
32,-9999,-9999,-9999
33,-9999,-9999,-9999
34,-9999,-9999,-9999
35,-9999,-9999,-9999
36,-9999,-9999,-9999
37,-9999,-9999,-9999
38,-9999,-9999,-9999
39,-9999,-9999,-9999
40,-9999,-9999,-9999
41,-9999,-9999,-9999
42,-9999,-9999,-9999
43,1.83501,-9999,-9999
44,1.59118,-9999,-9999
45,-9999,-9999,-9999
46,1.55226,-9999,-9999
47,-9999,-9999,-9999
48,1.41131,-9999,-9999
49,-9999,-9999,-9999
50,1.87926,-9999,-9999
51,-9999,-9999,-9999
52,-9999,-9999,-9999
53,-9999,-9999,-9999
54,-9999,-9999,-9999
55,-9999,-9999,-9999
56,-9999,-9999,-9999
57,-9999,0,-9999
58,-9999,-9999,-9999
59,-9999,-9999,-9999
60,-9999,-9999,-9999
61,-9999,-9999,-9999
62,-9999,-9999,0
63,-9999,-9999,-9999
64,-9999,-9999,-9999
65,-9999,-9999,-9999
66,-9999,-9999,-9999
67,-9999,-9999,-9999
68,-9999,-9999,-9999
69,-9999,-9999,-9999
70,-9999,-9999,-9999
71,2.4774,-9999,-9999
72,-9999,-9999,-9999
73,-9999,-9999,-9999
74,0.9578,-9999,-9999
75,1.89433,-9999,-9999
76,1.1268,-9999,-9999
77,1.876086,-9999,-9999
78,2.072875,-9999,-9999
79,-9999,-9999,-9999
80,-9999,-9999,-9999
81,-9999,-9999,-9999
82,-9999,-9999,-9999
83,-9999,-9999,-9999
84,-9999,-9999,-9999
85,-9999,-9999,0
86,-9999,-9999,-9999
87,-9999,-9999,-9999
88,1.403017,-9999,0
89,-9999,-9999,-9999
90,-9999,-9999,-9999
91,-9999,-9999,-9999
92,-9999,-9999,-9999
93,-9999,-9999,-9999
94,-9999,-9999,-9999
95,1.86734,-9999,-9999
96,2.1602,-9999,-9999
97,-9999,0,-9999
98,-9999,-9999,-9999
99,-9999,-9999,-9999
100,-9999,-9999,-9999
101,-9999,-9999,-9999
102,-9999,-9999,-9999
103,1.569325,-9999,-9999
104,1.894065,-9999,-9999
105,2.01649,0,-9999
106,-9999,-9999,-9999
107,-9999,-9999,-9999
108,1.8858,-9999,-9999
109,-9999,-9999,-9999
110,1.914935,-9999,-9999
111,1.52575,-9999,-9999
112,-9999,-9999,-9999
113,-9999,-9999,-9999
114,-9999,-9999,-9999
115,-9999,-9999,-9999
116,-9999,-9999,-9999
117,-9999,-9999,-9999
118,-9999,-9999,-9999
119,-9999,-9999,-9999
120,-9999,-9999,-9999
121,-9999,0,-9999
122,-9999,-9999,-9999
123,-9999,-9999,-9999
124,1.843305,-9999,-9999
125,3.224305,-9999,-9999
126,3.42745,-9999,-9999
127,-9999,-9999,-9999
128,-9999,-9999,-9999
129,-9999,-9999,-9999
130,-9999,-9999,-9999
131,-9999,-9999,-9999
132,-9999,-9999,-9999
133,-9999,-9999,-9999
134,-9999,-9999,-9999
135,-9999,-9999,-9999
136,-9999,-9999,-9999
137,-9999,2.482924174,-9999
138,-9999,-9999,-9999
139,-9999,-9999,-9999
140,-9999,-9999,-9999
141,-9999,-9999,-9999
142,-9999,-9999,-9999
143,-9999,-9999,-9999
144,-9999,-9999,-9999
145,-9999,-9999,-9999
