1,-9999,-9999,-9999
2,-9999,-9999,-9999
3,-9999,-9999,-9999
4,-9999,-9999,-9999
5,-9999,-9999,-9999
6,0.47312,-9999,-9999
7,-9999,-9999,-9999
8,-9999,-9999,-9999
9,-9999,-9999,-9999
10,-9999,-9999,-9999
11,-9999,-9999,-9999
12,-9999,-9999,-9999
13,-9999,-9999,1.55
14,-9999,-9999,-9999
15,-9999,-9999,-9999
16,-9999,-9999,-9999
17,1.1467,-9999,-9999
18,0.90733,-9999,-9999
19,-9999,-9999,-9999
20,0.88117,-9999,-9999
21,0.56177,-9999,-9999
22,0.38831,-9999,-9999
23,-9999,-9999,-9999
24,-9999,-9999,-9999
25,-9999,-9999,-9999
26,0.326,-9999,-9999
27,0.89087,-9999,1.55
28,1.0494,-9999,-9999
29,2.6,-9999,-9999
30,1.2143,-9999,-9999
31,2.1691,-9999,-9999
32,1.3566,-9999,-9999
33,0.96154,-9999,-9999
34,0.28321,-9999,-9999
35,1.5797,-9999,-9999
36,0.15235,-9999,-9999
37,0.91898,-9999,-9999
38,0.6071,-9999,-9999
39,1.7528,-9999,-9999
40,0.66717,-9999,-9999
41,-9999,-9999,1.52
42,-0.5975,-9999,-9999
43,0.58731,-9999,-9999
44,-0.33137,-9999,-9999
45,-9999,-9999,-9999
46,0.29788,-9999,-9999
47,-0.38819,-9999,-9999
48,0.11167,-9999,-9999
49,0.67981,-9999,-9999
50,0.4116,-9999,-9999
51,-9999,-9999,-9999
52,-9999,-9999,-9999
53,-9999,-9999,-9999
54,-9999,-9999,-9999
55,0.020417,-9999,-9999
56,-9999,-9999,-9999
57,-9999,0.6,-9999
58,-1.2896,-9999,-9999
59,2.0274,-9999,-9999
60,-0.23579,-9999,-9999
61,-0.67962,-9999,-9999
62,0.052771,-9999,-9999
63,0.20833,-9999,-9999
64,-0.47844,-9999,-9999
65,-9999,-9999,-9999
66,0.021333,-9999,-9999
67,0.61823,-9999,-9999
68,2.9607,-9999,1.51
69,1.4101,-9999,-9999
70,-9999,-9999,-9999
71,-0.029979,-9999,-9999
72,-9999,-9999,-9999
73,-9999,-9999,-9999
74,1.2783,-9999,-9999
75,-1.4906,-9999,-9999
76,0.78033,-9999,-9999
77,-0.5821,-9999,-9999
78,-0.32331,-9999,-9999
79,-9999,-9999,-9999
80,-9999,-9999,-9999
81,-9999,-9999,-9999
82,-9999,-9999,-9999
83,-9999,-9999,1.58
84,-9999,-9999,-9999
85,-9999,-9999,-9999
86,-9999,-9999,-9999
87,-9999,-9999,-9999
88,0.46842,-9999,-9999
89,-0.15165,-9999,-9999
90,-9999,-9999,-9999
91,-9999,-9999,-9999
92,-9999,-9999,-9999
93,-2.7484,-9999,-9999
94,-1.7955,-9999,-9999
95,-2.0443,-9999,-9999
96,-1.8439,-9999,-9999
97,-9999,0.8,1.58
98,-9999,-9999,-9999
99,-9999,-9999,-9999
100,-2.2877,-9999,-9999
101,-2.3564,-9999,-9999
102,-9999,-9999,-9999
103,-9999,-9999,-9999
104,-0.78621,-9999,-9999
105,-9999,0.73333,-9999
106,0.073229,-9999,-9999
107,-2.3457,-9999,-9999
108,-0.83902,-9999,-9999
109,-9999,-9999,-9999
110,-9999,-9999,-9999
111,-1.7941,-9999,1.55
112,-9999,-9999,-9999
113,-9999,-9999,-9999
114,-9999,-9999,-9999
115,-9999,-9999,-9999
116,-2.4094,-9999,-9999
117,-9999,-9999,-9999
118,-9999,-9999,-9999
119,-9999,-9999,-9999
120,-9999,-9999,-9999
121,-9999,-9999,-9999
122,-0.93588,-9999,-9999
123,0.11635,-9999,-9999
124,0.31335,-9999,1.56
125,-3.2452,-9999,-9999
126,-0.78827,-9999,-9999
127,-0.38702,-9999,-9999
128,-9999,-9999,-9999
129,-9999,-9999,-9999
130,-9999,-9999,-9999
131,-9999,-9999,-9999
132,-1.4976,-9999,-9999
133,-9999,-9999,-9999
134,-9999,-9999,-9999
135,-9999,-9999,-9999
136,-9999,-9999,-9999
137,-9999,-9999,-9999
138,-0.76231,-9999,-9999
139,-2.1569,-9999,1.59
140,-0.56717,-9999,-9999
141,-9999,-9999,-9999
142,-9999,-9999,-9999
143,-9999,-9999,-9999
144,-1.3592,-9999,-9999
145,-1.3425,-9999,-9999
146,-0.8895,-9999,-9999
147,-3.923,-9999,-9999
148,-1.7494,-9999,-9999
149,0.92196,-9999,-9999
150,-1.8681,-9999,-9999
151,-9999,-9999,-9999
152,-9999,-9999,1.57
153,-1.272,1,-9999
154,-9999,-9999,-9999
155,-9999,-9999,-9999
156,-9999,-9999,-9999
157,-9999,-9999,-9999
158,0.07825,-9999,-9999
159,-9999,-9999,-9999
160,-9999,-9999,-9999
161,-0.85712,1.5,-9999
162,-9999,-9999,-9999
163,-9999,-9999,-9999
164,-3.2901,-9999,-9999
165,-9999,-9999,-9999
166,-9999,-9999,-9999
167,-9999,-9999,1.72
168,-9999,-9999,-9999
169,-9999,-9999,-9999
170,-9999,-9999,-9999
171,-9999,-9999,-9999
172,-9999,-9999,-9999
173,-1.8217,-9999,-9999
174,-0.96538,-9999,-9999
175,-1.6187,-9999,-9999
176,-2.2528,-9999,-9999
177,-2.3234,-9999,-9999
178,-4.2178,-9999,-9999
179,-9999,-9999,-9999
180,-9999,-9999,-9999
181,-9999,-9999,1.78
182,-9999,-9999,-9999
183,-9999,-9999,-9999
184,-9999,-9999,-9999
185,-9999,-9999,-9999
186,-9999,-9999,-9999
187,-9999,-9999,-9999
188,-9999,-9999,-9999
