1,-9999,-9999,-9999
2,-9999,-9999,1.158751318
3,1.0726,-9999,-9999
4,0.716335,-9999,-9999
5,-9999,-9999,-9999
6,-9999,-9999,-9999
7,-9999,-9999,-9999
8,-9999,-9999,-9999
9,-9999,-9999,-9999
10,-9999,-9999,-9999
11,-9999,-9999,-9999
12,-9999,-9999,-9999
13,-9999,-9999,-9999
14,-9999,-9999,-9999
15,-9999,-9999,-9999
16,-9999,-9999,-9999
17,1.47055,-9999,-9999
18,-0.57795,-9999,-9999
19,0.648495,-9999,-9999
20,0.120995,-9999,-9999
21,0.3962638,-9999,-9999
22,1.1399,-9999,-9999
23,-9999,-9999,-9999
24,-9999,-9999,-9999
25,-9999,-9999,-9999
26,-9999,-9999,-9999
27,-9999,-9999,-9999
28,-9999,-9999,-9999
29,-9999,-9999,-9999
30,0.120105,-9999,-9999
31,1.025,-9999,-9999
32,-0.01239,-9999,-9999
33,1.0816,-9999,-9999
34,-0.038845,-9999,-9999
35,0.89821,-9999,-9999
36,-9999,-9999,-9999
37,1.6418,-9999,-9999
38,0.460535,-9999,-9999
39,0.80729,-9999,-9999
40,0.41721,-9999,-9999
41,0.41664,-9999,-9999
42,-9999,-9999,-9999
43,-9999,-9999,-9999
44,-9999,-9999,-9999
45,-9999,-9999,-9999
46,-0.18674,-9999,-9999
47,0.00785,-9999,-9999
48,-0.40269,-9999,-9999
49,0.14023,-9999,-9999
50,0.29126,-9999,-9999
51,-9999,-9999,-9999
52,-9999,-9999,-9999
53,-9999,-9999,-9999
54,-9999,-9999,-9999
55,0.38768,-9999,-9999
56,-9999,-9999,-9999
57,-9999,-9999,-9999
58,-0.3891625,-9999,-9999
59,0.8815,-9999,-9999
60,-1.2292,-9999,-9999
61,0.534,-9999,-9999
62,0.44035,-9999,1.027522142
63,-9999,-9999,-9999
64,-0.157305,-9999,-9999
65,-9999,-9999,-9999
66,-9999,-9999,-9999
67,-0.3618,-9999,-9999
68,0.19387,-9999,-9999
69,0.226065,-9999,-9999
70,-0.60555,-9999,-9999
71,0.7224,-9999,-9999
72,-9999,-9999,-9999
73,-9999,-9999,-9999
74,-0.6492,-9999,-9999
