HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2000169.fn_usmetypp.005.2006286200622.FparExtra_QC,MOD15A2,A2000169,fn_usmetypp,2006286200622,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10001000,00000000
MOD15A2.A2000169.fn_usmetypp.005.2006286200622.FparLai_QC,MOD15A2,A2000169,fn_usmetypp,2006286200622,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000169.fn_usmetypp.005.2006286200622.FparStdDev_1km,MOD15A2,A2000169,fn_usmetypp,2006286200622,FparStdDev_1km,10,10,10,7,8,9,2,7,7,4,9,6,9,11,9,4,8,3,11,11,3,6,6,3,9,10,10,11,5,4,5,0,10,10,10,6,4,5,4,9,4,5,9,5,5,5,6,4,5
MOD15A2.A2000169.fn_usmetypp.005.2006286200622.Fpar_1km,MOD15A2,A2000169,fn_usmetypp,2006286200622,Fpar_1km,72,71,72,70,76,77,67,69,69,73,77,65,56,62,65,73,80,72,62,63,72,67,69,64,56,58,58,62,67,60,55,55,57,58,58,56,41,56,48,56,59,56,49,55,54,55,57,44,54
MOD15A2.A2000169.fn_usmetypp.005.2006286200622.LaiStdDev_1km,MOD15A2,A2000169,fn_usmetypp,2006286200622,LaiStdDev_1km,11,11,11,5,11,12,1,5,5,3,13,3,5,10,5,3,13,2,10,10,2,3,4,2,5,5,6,8,3,2,2,0,6,6,6,2,1,2,2,5,2,2,4,2,2,2,3,2,2
MOD15A2.A2000169.fn_usmetypp.005.2006286200622.Lai_1km,MOD15A2,A2000169,fn_usmetypp,2006286200622,Lai_1km,25,24,25,21,27,29,19,21,21,23,29,18,17,22,19,23,32,22,22,22,22,19,21,17,16,18,18,21,20,16,14,14,18,18,18,14,10,14,12,17,15,14,13,14,13,14,14,13,13
MOD15A2.A2000177.fn_usmetypp.005.2006289170932.FparExtra_QC,MOD15A2,A2000177,fn_usmetypp,2006289170932,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,10000000,00000000,10000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2000177.fn_usmetypp.005.2006289170932.FparLai_QC,MOD15A2,A2000177,fn_usmetypp,2006289170932,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000177.fn_usmetypp.005.2006289170932.FparStdDev_1km,MOD15A2,A2000177,fn_usmetypp,2006289170932,FparStdDev_1km,2,12,12,12,11,11,6,13,13,11,11,6,9,6,13,11,9,12,4,11,10,13,13,7,3,11,7,11,11,5,8,9,10,10,11,5,4,5,5,9,8,11,9,6,6,4,5,4,9
MOD15A2.A2000177.fn_usmetypp.005.2006289170932.Fpar_1km,MOD15A2,A2000177,fn_usmetypp,2006289170932,Fpar_1km,67,67,68,69,75,74,63,68,68,78,75,63,55,63,68,77,79,75,64,64,82,67,69,61,57,58,64,64,61,54,50,55,57,56,60,54,41,53,47,55,57,55,49,49,50,53,55,43,48
MOD15A2.A2000177.fn_usmetypp.005.2006289170932.LaiStdDev_1km,MOD15A2,A2000177,fn_usmetypp,2006289170932,LaiStdDev_1km,1,11,12,13,13,13,3,13,13,14,13,3,5,3,13,14,13,15,2,8,16,14,13,4,1,6,4,10,7,2,3,4,5,5,9,2,1,2,2,5,4,9,4,2,2,2,2,2,4
MOD15A2.A2000177.fn_usmetypp.005.2006289170932.Lai_1km,MOD15A2,A2000177,fn_usmetypp,2006289170932,Lai_1km,19,22,23,24,28,27,17,23,23,32,28,17,16,17,23,30,32,29,18,21,37,23,24,16,14,17,18,22,20,13,12,14,17,17,19,13,9,13,11,16,15,17,13,11,12,13,13,13,13
MOD15A2.A2000185.fn_usmetypp.005.2006291103041.FparExtra_QC,MOD15A2,A2000185,fn_usmetypp,2006291103041,FparExtra_QC,01000000,01000000,01000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,10000000,00100000,10000000,01000000,00100000,00100000,00100000,01000000,01000000,01000000,01000000,10000000,01000000
MOD15A2.A2000185.fn_usmetypp.005.2006291103041.FparLai_QC,MOD15A2,A2000185,fn_usmetypp,2006291103041,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000185.fn_usmetypp.005.2006291103041.FparStdDev_1km,MOD15A2,A2000185,fn_usmetypp,2006291103041,FparStdDev_1km,11,11,9,6,4,7,9,7,5,8,4,10,9,10,6,2,4,8,11,11,11,4,2,9,9,11,11,11,0,5,6,9,10,11,10,10,6,10,5,11,12,11,10,9,9,10,10,3,9
MOD15A2.A2000185.fn_usmetypp.005.2006291103041.Fpar_1km,MOD15A2,A2000185,fn_usmetypp,2006291103041,Fpar_1km,65,64,60,62,71,49,54,59,60,58,71,59,56,59,61,68,53,57,61,62,61,59,63,55,55,60,63,63,61,54,48,56,59,61,59,53,37,54,46,60,58,58,49,51,54,56,56,41,49
MOD15A2.A2000185.fn_usmetypp.005.2006291103041.LaiStdDev_1km,MOD15A2,A2000185,fn_usmetypp,2006291103041,LaiStdDev_1km,9,8,5,3,2,3,4,3,2,5,2,5,5,6,3,1,2,4,8,10,7,2,1,5,4,9,10,11,0,2,2,5,7,9,7,5,2,5,2,9,9,7,4,4,4,5,5,1,4
MOD15A2.A2000185.fn_usmetypp.005.2006291103041.Lai_1km,MOD15A2,A2000185,fn_usmetypp,2006291103041,Lai_1km,20,19,17,17,21,14,16,16,16,19,21,16,17,19,16,19,16,18,21,21,20,15,17,17,16,20,22,22,16,13,11,17,18,20,19,15,8,16,11,19,18,18,13,14,15,17,17,12,13
MOD15A2.A2000193.fn_usmetypp.005.2006296155318.FparExtra_QC,MOD15A2,A2000193,fn_usmetypp,2006296155318,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,01000000,01000000,01000000,01000000,00000000,10000000,00000000,10000000,01000000,01000000,00000000,00000000,01000000,01000000,01000000,00000000,11001000,00000000
MOD15A2.A2000193.fn_usmetypp.005.2006296155318.FparLai_QC,MOD15A2,A2000193,fn_usmetypp,2006296155318,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000193.fn_usmetypp.005.2006296155318.FparStdDev_1km,MOD15A2,A2000193,fn_usmetypp,2006296155318,FparStdDev_1km,10,7,12,6,11,11,11,13,13,10,11,11,9,11,12,12,8,10,11,11,3,11,12,11,9,10,11,10,11,0,4,10,10,10,10,0,4,3,3,9,9,11,8,8,10,10,0,4,8
MOD15A2.A2000193.fn_usmetypp.005.2006296155318.Fpar_1km,MOD15A2,A2000193,fn_usmetypp,2006296155318,Fpar_1km,73,68,68,69,75,75,67,68,68,81,77,62,58,67,68,75,83,84,67,67,72,63,74,62,58,62,67,61,64,55,53,59,61,61,61,55,42,52,50,59,58,54,46,50,53,53,55,42,49
MOD15A2.A2000193.fn_usmetypp.005.2006296155318.LaiStdDev_1km,MOD15A2,A2000193,fn_usmetypp,2006296155318,LaiStdDev_1km,12,5,12,4,14,13,10,13,13,15,13,7,4,10,12,14,14,16,10,10,2,7,16,6,5,6,10,5,8,0,2,5,6,6,6,0,1,1,1,5,5,4,3,3,4,4,0,2,3
MOD15A2.A2000193.fn_usmetypp.005.2006296155318.Lai_1km,MOD15A2,A2000193,fn_usmetypp,2006296155318,Lai_1km,26,21,23,20,29,29,22,23,23,35,30,18,16,21,23,29,36,39,21,22,22,19,28,18,16,18,21,18,20,14,13,16,17,17,17,14,10,12,12,16,16,14,11,12,13,14,14,13,12
MOD15A2.A2000201.fn_usmetypp.005.2006300124006.FparExtra_QC,MOD15A2,A2000201,fn_usmetypp,2006300124006,FparExtra_QC,01000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00001000,00001000,00000000,00000000,00000000,00000000,00001000,00000000,10000000,00000000
MOD15A2.A2000201.fn_usmetypp.005.2006300124006.FparLai_QC,MOD15A2,A2000201,fn_usmetypp,2006300124006,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000201.fn_usmetypp.005.2006300124006.FparStdDev_1km,MOD15A2,A2000201,fn_usmetypp,2006300124006,FparStdDev_1km,8,10,7,1,9,0,11,4,2,4,6,11,10,11,7,10,4,10,11,11,4,5,10,11,10,10,11,11,11,0,3,9,10,9,11,3,4,0,4,11,11,0,11,0,0,10,3,3,3
MOD15A2.A2000201.fn_usmetypp.005.2006300124006.Fpar_1km,MOD15A2,A2000201,fn_usmetypp,2006300124006,Fpar_1km,77,73,70,74,77,77,61,62,67,69,74,61,53,60,70,67,71,67,65,64,65,61,67,60,54,60,63,64,61,55,52,58,61,59,61,52,42,55,50,54,56,55,45,49,55,52,58,42,52
MOD15A2.A2000201.fn_usmetypp.005.2006300124006.LaiStdDev_1km,MOD15A2,A2000201,fn_usmetypp,2006300124006,LaiStdDev_1km,12,12,5,1,12,0,6,2,1,2,5,6,4,6,5,9,2,9,10,7,2,2,9,6,4,5,7,7,6,0,1,4,7,4,8,1,1,0,2,5,5,0,4,0,0,4,1,1,1
MOD15A2.A2000201.fn_usmetypp.005.2006300124006.Lai_1km,MOD15A2,A2000201,fn_usmetypp,2006300124006,Lai_1km,29,26,21,23,29,26,17,16,19,21,24,17,13,17,21,21,21,22,21,19,18,16,21,17,14,16,18,19,18,14,12,16,18,16,18,12,10,14,13,14,15,14,11,11,14,13,15,13,12
MOD15A2.A2000209.fn_usmetypp.005.2006304153808.FparExtra_QC,MOD15A2,A2000209,fn_usmetypp,2006304153808,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2000209.fn_usmetypp.005.2006304153808.FparLai_QC,MOD15A2,A2000209,fn_usmetypp,2006304153808,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00100000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000209.fn_usmetypp.005.2006304153808.FparStdDev_1km,MOD15A2,A2000209,fn_usmetypp,2006304153808,FparStdDev_1km,10,10,13,12,9,11,7,13,13,9,10,9,10,10,13,10,7,8,7,8,2,10,8,11,10,9,8,7,8,0,3,8,8,10,10,10,4,3,3,11,9,10,11,3,3,9,0,3,8
MOD15A2.A2000209.fn_usmetypp.005.2006304153808.Fpar_1km,MOD15A2,A2000209,fn_usmetypp,2006304153808,Fpar_1km,73,71,69,75,80,78,65,69,69,86,80,60,55,62,68,84,85,67,65,65,68,62,69,62,55,59,65,65,65,55,52,56,59,60,61,52,42,52,49,56,55,53,47,52,51,52,55,42,50
MOD15A2.A2000209.fn_usmetypp.005.2006304153808.LaiStdDev_1km,MOD15A2,A2000209,fn_usmetypp,2006304153808,LaiStdDev_1km,12,11,12,14,14,15,4,14,14,16,14,4,4,6,13,17,14,5,4,4,1,5,7,6,4,5,4,4,4,0,1,3,4,5,5,4,1,1,1,5,4,4,4,1,1,3,0,1,3
MOD15A2.A2000209.fn_usmetypp.005.2006304153808.Lai_1km,MOD15A2,A2000209,fn_usmetypp,2006304153808,Lai_1km,25,24,23,29,33,32,18,24,24,43,34,16,14,18,23,40,39,20,18,19,19,17,21,18,15,16,19,18,19,14,12,14,16,17,17,13,10,12,12,15,15,13,11,12,12,13,14,13,12
MOD15A2.A2000225.fn_usmetypp.005.2006308205634.FparExtra_QC,MOD15A2,A2000225,fn_usmetypp,2006308205634,FparExtra_QC,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00000000,00000000,00000000,01000000,01000000,00100000,00000000,00000000,00000000,00000000,01000000,00100000,00100000,00000000,00000000,00000000,00000000,00100000,00100000,10000000,00000000,10000000,00100000,00100000,00100000,00000000,00000000,00000000,00000000,00000000,10000000,00100000
MOD15A2.A2000225.fn_usmetypp.005.2006308205634.FparLai_QC,MOD15A2,A2000225,fn_usmetypp,2006308205634,FparLai_QC,01101001,01110001,01110001,01101001,01101001,01101001,01101001,01101001,01101001,01101001,00001000,01110001,01101001,01100001,01101001,01101001,00001000,01100001,01100001,01100001,01100001,01100001,00001000,01100001,01100001,01100001,01100001,01100001,00001000,00010000,01100001,01100001,01100001,01100001,00001000,00000000,00000000,01100001,00000000,00001000,00001000,00000000,01100001,01100001,01100001,01100001,01100001,00000000,00000000
MOD15A2.A2000225.fn_usmetypp.005.2006308205634.FparStdDev_1km,MOD15A2,A2000225,fn_usmetypp,2006308205634,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,8,248,248,248,248,248,8,248,248,248,248,248,9,248,248,248,248,248,4,8,248,248,248,248,7,8,4,248,5,8,11,11,248,248,248,248,248,4,9
MOD15A2.A2000225.fn_usmetypp.005.2006308205634.Fpar_1km,MOD15A2,A2000225,fn_usmetypp,2006308205634,Fpar_1km,8,7,10,17,19,12,13,8,15,12,30,19,36,47,39,56,30,55,50,47,35,53,35,52,43,46,50,39,30,29,39,45,45,42,51,29,42,39,49,40,53,52,35,37,38,38,41,45,45
MOD15A2.A2000225.fn_usmetypp.005.2006308205634.LaiStdDev_1km,MOD15A2,A2000225,fn_usmetypp,2006308205634,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,2,248,248,248,248,248,2,248,248,248,248,248,2,248,248,248,248,248,1,2,248,248,248,248,3,2,1,248,2,2,5,5,248,248,248,248,248,2,3
MOD15A2.A2000225.fn_usmetypp.005.2006308205634.Lai_1km,MOD15A2,A2000225,fn_usmetypp,2006308205634,Lai_1km,2,1,2,3,4,2,3,1,3,2,6,4,8,11,9,15,6,14,12,12,8,14,8,13,10,11,12,9,7,6,9,11,11,10,12,6,10,9,12,9,14,13,8,8,9,9,10,14,10
MOD15A2.A2000233.fn_usmetypp.005.2006309114801.FparExtra_QC,MOD15A2,A2000233,fn_usmetypp,2006309114801,FparExtra_QC,00001000,00001000,00001000,00001000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10001000,00000000,10001000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00001000,10001000,00000000
MOD15A2.A2000233.fn_usmetypp.005.2006309114801.FparLai_QC,MOD15A2,A2000233,fn_usmetypp,2006309114801,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000233.fn_usmetypp.005.2006309114801.FparStdDev_1km,MOD15A2,A2000233,fn_usmetypp,2006309114801,FparStdDev_1km,10,11,6,3,10,3,7,5,3,10,10,7,9,11,6,11,10,7,12,12,11,10,10,11,9,11,10,13,11,9,9,9,11,11,11,10,4,9,5,9,9,0,8,8,9,10,3,4,9
MOD15A2.A2000233.fn_usmetypp.005.2006309114801.Fpar_1km,MOD15A2,A2000233,fn_usmetypp,2006309114801,Fpar_1km,80,75,68,71,73,72,63,67,71,72,74,63,58,65,68,71,75,69,66,66,65,60,66,62,59,61,64,65,65,58,53,58,61,61,61,54,47,52,53,59,59,55,49,49,51,53,59,42,50
MOD15A2.A2000233.fn_usmetypp.005.2006309114801.LaiStdDev_1km,MOD15A2,A2000233,fn_usmetypp,2006309114801,LaiStdDev_1km,13,13,3,2,11,2,4,2,2,11,11,4,5,9,3,11,12,4,11,11,10,5,9,9,5,8,9,11,9,4,4,5,8,9,8,4,1,4,2,5,5,0,3,3,4,4,1,1,3
MOD15A2.A2000233.fn_usmetypp.005.2006309114801.Lai_1km,MOD15A2,A2000233,fn_usmetypp,2006309114801,Lai_1km,28,24,17,18,26,22,18,16,18,25,27,18,16,20,17,24,28,21,22,22,21,17,21,19,16,18,20,22,20,16,14,16,18,18,18,14,10,13,12,16,16,11,12,12,13,14,13,10,12
MOD15A2.A2000241.fn_usmetypp.005.2006311145452.FparExtra_QC,MOD15A2,A2000241,fn_usmetypp,2006311145452,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,01000000,01000000,01001000,00000000,00000000,00000000,01000000,01001000,01000000,01000000,00110000,10000000,01000000,10000000,01000000,00000000,00000000,00100000,00000000,00000000,01000000,00000000,10000000,01000000
MOD15A2.A2000241.fn_usmetypp.005.2006311145452.FparLai_QC,MOD15A2,A2000241,fn_usmetypp,2006311145452,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00010000
MOD15A2.A2000241.fn_usmetypp.005.2006311145452.FparStdDev_1km,MOD15A2,A2000241,fn_usmetypp,2006311145452,FparStdDev_1km,8,8,8,7,7,10,10,6,8,4,5,3,10,11,8,5,3,11,10,5,2,4,2,10,10,10,8,7,4,4,7,8,8,5,6,9,4,9,5,6,3,6,11,7,7,10,3,4,7
MOD15A2.A2000241.fn_usmetypp.005.2006311145452.Fpar_1km,MOD15A2,A2000241,fn_usmetypp,2006311145452,Fpar_1km,71,70,65,69,76,79,63,63,63,78,79,65,58,66,65,74,78,69,66,68,69,66,69,63,60,60,67,70,66,60,54,55,65,63,63,57,47,56,52,63,59,54,46,53,53,58,59,41,54
MOD15A2.A2000241.fn_usmetypp.005.2006311145452.LaiStdDev_1km,MOD15A2,A2000241,fn_usmetypp,2006311145452,LaiStdDev_1km,5,5,4,4,5,14,6,3,3,3,4,1,4,9,4,3,2,10,9,3,1,2,1,6,5,4,4,5,2,2,2,3,4,2,3,3,1,3,2,3,1,2,4,2,2,4,1,1,2
MOD15A2.A2000241.fn_usmetypp.005.2006311145452.Lai_1km,MOD15A2,A2000241,fn_usmetypp,2006311145452,Lai_1km,19,18,16,17,22,28,19,14,15,22,23,15,13,21,16,20,22,23,21,17,17,15,17,19,17,14,17,18,15,13,11,12,15,14,14,12,9,12,11,14,13,11,11,11,11,13,13,10,11
MOD15A2.A2000249.fn_usmetypp.005.2006313114504.FparExtra_QC,MOD15A2,A2000249,fn_usmetypp,2006313114504,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,01000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,00100000,00000000,01000000,10100000,01000000,11000000,00100000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2000249.fn_usmetypp.005.2006313114504.FparLai_QC,MOD15A2,A2000249,fn_usmetypp,2006313114504,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000249.fn_usmetypp.005.2006313114504.FparStdDev_1km,MOD15A2,A2000249,fn_usmetypp,2006313114504,FparStdDev_1km,12,10,9,10,11,11,9,9,10,11,9,9,10,9,9,11,10,11,9,7,12,9,9,9,10,10,9,7,9,11,10,10,10,12,9,10,7,11,4,11,11,9,10,11,8,10,9,6,10
MOD15A2.A2000249.fn_usmetypp.005.2006313114504.Fpar_1km,MOD15A2,A2000249,fn_usmetypp,2006313114504,Fpar_1km,71,66,64,66,75,74,65,64,63,75,78,65,58,65,64,74,79,74,66,69,74,65,70,65,59,63,66,69,65,59,57,59,62,67,64,61,36,58,48,65,64,57,50,51,56,56,57,37,52
MOD15A2.A2000249.fn_usmetypp.005.2006313114504.LaiStdDev_1km,MOD15A2,A2000249,fn_usmetypp,2006313114504,LaiStdDev_1km,14,5,4,5,14,14,5,4,4,15,15,4,4,5,4,15,16,14,5,4,16,4,6,5,4,5,4,4,4,5,4,4,5,12,5,5,1,6,1,10,10,3,3,4,3,4,3,2,3
MOD15A2.A2000249.fn_usmetypp.005.2006313114504.Lai_1km,MOD15A2,A2000249,fn_usmetypp,2006313114504,Lai_1km,22,17,15,17,24,24,16,16,15,25,27,16,13,17,16,25,28,24,17,17,25,16,19,16,13,15,16,17,16,14,13,14,15,19,16,15,6,14,10,18,17,12,10,10,12,12,12,9,11
MOD15A2.A2000257.fn_usmetypp.005.2006316050634.FparExtra_QC,MOD15A2,A2000257,fn_usmetypp,2006316050634,FparExtra_QC,01001000,00000000,01000000,01000000,00100000,00100000,00000000,01000000,00000000,00000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,01000000,01000000,01000000,00000000,11000000,00000000,10000000,01000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2000257.fn_usmetypp.005.2006316050634.FparLai_QC,MOD15A2,A2000257,fn_usmetypp,2006316050634,FparLai_QC,00000000,00000000,00000000,00000000,00100000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
